Telemetry_ID,Trip_ID,Timestamp,Minute_Offset,Latitude,Longitude,Altitude,Speed_KMH,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z,Phone_Mount
TEL_007144,T284,2026-08-16 21:15:00,0,12.925631,77.617538,915.6,0.0,-0.08,0.0,8.69,-1.0,0.8,3.4,Pocket
TEL_007145,T284,2026-08-16 21:16:00,1,12.925107,77.617067,923.7,6.7,-0.04,2.33,10.01,5.7,3.5,-0.5,Pocket
TEL_007146,T284,2026-08-16 21:17:00,2,12.926115,77.61711,920.4,9.6,-0.01,1.02,10.16,3.0,3.5,-0.5,Pocket
TEL_007147,T284,2026-08-16 21:18:00,3,12.926557,77.615618,919.4,14.8,-0.14,1.8,10.25,4.5,-0.7,-18.1,Pocket
TEL_007148,T284,2026-08-16 21:19:00,4,12.927045,77.61339,919.0,21.7,-0.99,2.4,10.62,5.7,-4.3,10.7,Pocket
TEL_007149,T284,2026-08-16 21:20:00,5,12.92583,77.615395,924.2,22.3,-0.25,0.18,9.5,-0.9,2.8,-5.1,Pocket
TEL_007150,T284,2026-08-16 21:21:00,6,12.927132,77.617394,923.5,22.7,-0.37,0.15,9.6,1.7,0.2,-10.8,Pocket
TEL_007151,T284,2026-08-16 21:22:00,7,12.925086,77.618701,922.8,23.1,0.09,0.13,9.52,0.2,2.6,-7.8,Pocket
TEL_007152,T284,2026-08-16 21:23:00,8,12.927515,77.617427,923.5,26.1,-0.59,1.05,9.58,6.4,-4.9,6.0,Pocket
TEL_007153,T284,2026-08-16 21:24:00,9,12.924582,77.616766,918.7,28.6,0.12,0.88,10.07,2.8,5.5,-15.8,Pocket
TEL_007154,T284,2026-08-16 21:25:00,10,12.926992,77.619305,921.1,33.3,-0.62,1.63,10.3,7.3,-5.3,-7.5,Pocket
TEL_007155,T284,2026-08-16 21:26:00,11,12.92942,77.616668,919.7,34.1,0.77,0.27,9.98,1.7,6.4,22.2,Pocket
TEL_007156,T284,2026-08-16 21:27:00,12,12.932987,77.615613,920.8,35.4,0.45,0.44,10.46,0.2,2.5,-3.4,Pocket
TEL_007157,T284,2026-08-16 21:28:00,13,12.935815,77.614876,921.4,27.8,-0.67,-2.63,9.65,-9.2,-9.3,4.6,Pocket
TEL_007158,T284,2026-08-16 21:29:00,14,12.933209,77.616102,921.6,27.4,-0.35,-0.16,8.81,-0.2,-2.6,3.7,Pocket
TEL_007159,T284,2026-08-16 21:30:00,15,12.930668,77.617915,919.2,29.7,-0.77,0.81,9.88,1.5,-13.0,-16.1,Pocket
TEL_007160,T284,2026-08-16 21:31:00,16,12.927462,77.617008,924.3,31.7,0.06,0.68,9.56,5.3,0.7,-9.3,Pocket
TEL_007161,T284,2026-08-16 21:32:00,17,12.931139,77.616163,917.4,35.9,-1.25,1.46,9.42,3.5,-5.0,-1.5,Pocket
TEL_007162,T284,2026-08-16 21:33:00,18,12.930165,77.612409,917.1,36.9,-0.63,0.34,9.03,1.1,-2.9,2.5,Pocket
TEL_007163,T284,2026-08-16 21:34:00,19,12.92754,77.610479,919.4,31.0,-0.65,-2.05,9.12,-5.3,-8.4,5.9,Pocket
TEL_007164,T284,2026-08-16 21:35:00,20,12.928168,77.613569,920.2,30.0,0.43,-0.33,9.24,0.7,8.7,-3.8,Pocket
TEL_007165,T284,2026-08-16 21:36:00,21,12.925058,77.615434,920.5,34.5,-1.13,1.56,10.08,9.5,-9.2,-23.9,Pocket
TEL_007166,T284,2026-08-16 21:37:00,22,12.921513,77.616664,924.8,35.7,-0.85,0.42,10.78,4.7,-7.2,-8.8,Pocket
TEL_007167,T284,2026-08-16 21:38:00,23,12.91853,77.614697,915.0,34.0,0.69,-0.59,9.64,-1.9,3.5,5.2,Pocket
TEL_007168,T284,2026-08-16 21:39:00,24,12.915484,77.612578,924.0,35.3,0.33,0.45,10.68,1.7,-1.9,15.0,Pocket
TEL_007169,T284,2026-08-16 21:40:00,25,12.916646,77.615464,920.2,29.6,0.75,-1.96,9.99,-7.8,5.7,-3.4,Pocket
TEL_007170,T284,2026-08-16 21:41:00,26,12.918541,77.612736,920.6,31.6,-1.26,0.69,9.61,1.1,-9.9,12.8,Pocket
TEL_007171,T284,2026-08-16 21:42:00,27,12.917535,77.609692,919.6,30.5,-0.22,-0.37,9.95,-2.0,3.6,-1.8,Pocket
TEL_007172,T284,2026-08-16 21:43:00,28,12.920564,77.610449,917.1,29.7,-1.66,-0.31,9.13,-1.6,-22.1,12.0,Pocket
TEL_007173,T284,2026-08-16 21:44:00,29,12.919647,77.607257,916.3,31.6,-0.55,0.69,8.46,-2.0,-6.9,-3.4,Pocket
TEL_007174,T284,2026-08-16 21:45:00,30,12.92264,77.605442,924.8,33.3,0.5,0.58,9.08,5.6,0.4,6.3,Pocket
TEL_007175,T284,2026-08-16 21:46:00,31,12.9192,77.606657,924.6,34.7,-0.02,0.48,12.04,1.6,-4.2,16.0,Pocket
TEL_007176,T284,2026-08-16 21:47:00,32,12.922668,77.606942,918.9,33.1,0.45,-0.54,9.59,-5.0,6.6,-1.8,Pocket
TEL_007177,T284,2026-08-16 21:48:00,33,12.923581,77.604166,918.3,27.8,0.05,-1.84,9.33,-6.1,2.2,10.7,Pocket
TEL_007178,T284,2026-08-16 21:49:00,34,12.92083,77.602106,920.8,32.7,-0.17,1.68,9.82,4.3,-3.7,9.6,Pocket
TEL_007179,T284,2026-08-16 21:50:00,35,12.92083,77.602106,921.0,0.0,-0.23,-3.22,8.53,-12.7,-0.5,-1.3,Pocket
TEL_007180,T285,2026-08-10 23:24:00,0,12.913045,77.610788,916.3,0.0,-0.02,0.0,9.26,-2.1,0.5,-2.1,Handlebar_Mount
TEL_007181,T285,2026-08-10 23:25:00,1,12.912687,77.611008,917.2,4.0,0.26,1.39,8.91,2.5,-3.3,1.8,Handlebar_Mount
TEL_007182,T285,2026-08-10 23:26:00,2,12.913744,77.611109,917.4,10.1,-0.05,2.11,9.75,3.8,-2.5,-8.6,Handlebar_Mount
TEL_007183,T285,2026-08-10 23:27:00,3,12.912228,77.610604,918.9,15.2,-0.9,1.77,9.23,5.7,-11.7,7.6,Handlebar_Mount
TEL_007184,T285,2026-08-10 23:28:00,4,12.910705,77.609711,923.9,16.8,1.28,0.55,10.1,3.7,7.1,18.4,Handlebar_Mount
TEL_007185,T285,2026-08-10 23:29:00,5,12.913158,77.609885,919.5,23.4,-0.03,2.29,9.34,9.2,1.7,7.7,Handlebar_Mount
TEL_007186,T285,2026-08-10 23:30:00,6,12.911096,77.608506,920.3,23.6,-0.07,0.09,8.97,0.5,-0.5,3.6,Handlebar_Mount
TEL_007187,T285,2026-08-10 23:31:00,7,12.908702,77.607783,923.9,23.8,-0.09,0.08,10.23,-1.3,-5.7,-6.4,Handlebar_Mount
TEL_007188,T285,2026-08-10 23:32:00,8,12.907266,77.608881,916.7,17.2,1.2,-2.3,9.96,-8.8,16.8,-0.5,Handlebar_Mount
TEL_007189,T285,2026-08-10 23:33:00,9,12.905053,77.609145,917.6,21.2,-0.33,1.38,9.79,4.4,-4.4,6.8,Handlebar_Mount
TEL_007190,T285,2026-08-10 23:34:00,10,12.906451,77.60733,915.7,21.8,0.92,0.21,9.45,-0.6,5.2,4.1,Handlebar_Mount
TEL_007191,T285,2026-08-10 23:35:00,11,12.908392,77.607099,919.7,18.6,0.69,-1.1,10.23,-2.5,5.6,-2.9,Handlebar_Mount
TEL_007192,T285,2026-08-10 23:36:00,12,12.90659,77.6061,917.9,19.6,-0.71,0.35,10.23,-1.4,-7.9,13.5,Handlebar_Mount
TEL_007193,T285,2026-08-10 23:37:00,13,12.905516,77.607968,922.3,20.5,0.95,0.3,8.81,3.1,6.3,-2.1,Handlebar_Mount
TEL_007194,T285,2026-08-10 23:38:00,14,12.907447,77.606856,917.6,21.2,0.09,0.25,10.09,-0.9,3.8,-5.9,Handlebar_Mount
TEL_007195,T285,2026-08-10 23:39:00,15,12.904964,77.608252,917.6,27.1,1.16,2.04,9.83,7.4,6.1,-8.5,Handlebar_Mount
TEL_007196,T285,2026-08-10 23:40:00,16,12.905772,77.611245,923.4,29.5,-1.08,0.83,10.29,1.4,-4.8,6.0,Handlebar_Mount
TEL_007197,T285,2026-08-10 23:41:00,17,12.902774,77.610376,923.4,29.7,0.06,0.07,9.57,0.8,-0.3,8.8,Handlebar_Mount
TEL_007198,T285,2026-08-10 23:42:00,18,12.902774,77.610376,918.3,0.0,-0.13,-2.9,9.67,-8.0,-3.3,1.4,Handlebar_Mount
TEL_007199,T286,2026-08-10 16:23:00,0,12.984078,77.53931,921.4,0.0,-0.21,0.0,9.87,-0.1,-6.2,-0.9,Handlebar_Mount
TEL_007200,T286,2026-08-10 16:24:00,1,12.983833,77.538905,918.5,4.5,0.09,1.56,11.09,7.1,0.7,3.7,Handlebar_Mount
TEL_007201,T286,2026-08-10 16:25:00,2,12.983422,77.537881,922.1,10.5,0.8,2.08,10.46,6.2,7.2,8.3,Handlebar_Mount
TEL_007202,T286,2026-08-10 16:26:00,3,12.982695,77.539074,915.9,13.3,-0.95,0.97,10.43,7.2,-9.3,-5.6,Handlebar_Mount
TEL_007203,T286,2026-08-10 16:27:00,4,12.980995,77.539881,917.0,17.9,0.07,1.6,9.92,6.5,-0.8,10.7,Handlebar_Mount
TEL_007204,T286,2026-08-10 16:28:00,5,12.979135,77.539022,919.4,19.5,0.56,0.56,9.77,0.5,4.1,-4.3,Handlebar_Mount
TEL_007205,T286,2026-08-10 16:29:00,6,12.981531,77.539845,918.9,24.1,-0.11,1.58,10.38,6.1,-0.9,7.7,Handlebar_Mount
TEL_007206,T286,2026-08-10 16:30:00,7,12.983938,77.538363,919.9,26.9,-0.8,1.0,10.58,5.3,-3.4,6.0,Handlebar_Mount
TEL_007207,T286,2026-08-10 16:31:00,8,12.98113,77.539864,922.7,30.3,-0.18,1.17,8.93,5.3,-3.7,1.9,Handlebar_Mount
TEL_007208,T286,2026-08-10 16:32:00,9,12.982155,77.536893,923.3,29.9,-1.0,-0.13,8.93,-2.2,-3.4,12.2,Handlebar_Mount
TEL_007209,T286,2026-08-10 16:33:00,10,12.979197,77.538663,919.7,32.8,0.23,1.0,9.71,2.1,-2.7,-32.1,Handlebar_Mount
TEL_007210,T286,2026-08-10 16:34:00,11,12.979548,77.542251,916.5,34.3,-0.12,0.51,9.91,1.3,-5.2,15.5,Handlebar_Mount
TEL_007211,T286,2026-08-10 16:35:00,12,12.977461,77.545345,919.9,35.5,0.18,0.43,9.91,-1.3,3.8,-8.0,Handlebar_Mount
TEL_007212,T286,2026-08-10 16:36:00,13,12.978768,77.541727,919.7,36.6,0.47,0.36,9.63,-1.2,4.0,-20.6,Handlebar_Mount
TEL_007213,T286,2026-08-10 16:37:00,14,12.98101,77.538783,924.4,35.2,-0.61,-0.48,10.12,-2.1,3.9,-2.0,Handlebar_Mount
TEL_007214,T286,2026-08-10 16:38:00,15,12.984543,77.538245,918.4,34.0,1.08,-0.4,9.46,-2.0,10.0,9.5,Handlebar_Mount
TEL_007215,T286,2026-08-10 16:39:00,16,12.98254,77.536003,919.8,28.6,-0.83,-1.89,9.45,-5.9,-5.0,-0.1,Handlebar_Mount
TEL_007216,T286,2026-08-10 16:40:00,17,12.979223,77.536323,921.0,31.7,1.61,1.08,9.85,5.1,14.1,-13.2,Handlebar_Mount
TEL_007217,T286,2026-08-10 16:41:00,18,12.978975,77.533063,920.3,31.1,0.33,-0.21,9.77,-0.5,-0.9,-15.3,Handlebar_Mount
TEL_007218,T286,2026-08-10 16:42:00,19,12.982183,77.534354,921.5,32.9,1.15,0.61,9.36,-0.5,13.2,6.1,Handlebar_Mount
TEL_007219,T286,2026-08-10 16:43:00,20,12.9796,77.536524,924.0,32.1,0.47,-0.27,9.9,-1.3,4.4,15.7,Handlebar_Mount
TEL_007220,T286,2026-08-10 16:44:00,21,12.980486,77.533345,922.0,31.4,-0.24,-0.23,11.07,-1.4,-7.2,-1.9,Handlebar_Mount
TEL_007221,T286,2026-08-10 16:45:00,22,12.982317,77.536028,922.2,30.9,-0.01,-0.19,10.0,2.1,-0.5,5.2,Handlebar_Mount
TEL_007222,T286,2026-08-10 16:46:00,23,12.982744,77.532522,919.8,33.6,0.89,0.95,10.47,4.6,6.6,0.4,Handlebar_Mount
TEL_007223,T286,2026-08-10 16:47:00,24,12.982092,77.528902,922.7,35.0,0.59,0.47,8.36,1.2,7.3,1.1,Handlebar_Mount
TEL_007224,T286,2026-08-10 16:48:00,25,12.981517,77.532408,917.5,33.8,-0.75,-0.39,10.63,-0.0,-9.7,-4.4,Handlebar_Mount
TEL_007225,T286,2026-08-10 16:49:00,26,12.983612,77.535558,915.8,36.0,-0.41,0.76,9.86,6.3,-0.6,-11.4,Handlebar_Mount
TEL_007226,T286,2026-08-10 16:50:00,27,12.987428,77.536704,924.0,37.9,1.48,0.66,9.68,1.7,18.4,-1.2,Handlebar_Mount
TEL_007227,T286,2026-08-10 16:51:00,28,12.990821,77.53847,917.2,36.4,-1.7,-0.55,9.86,-1.0,-11.3,-3.4,Handlebar_Mount
TEL_007228,T286,2026-08-10 16:52:00,29,12.994412,77.536673,920.7,38.2,-0.84,0.65,9.29,2.4,-11.0,20.4,Handlebar_Mount
TEL_007229,T286,2026-08-10 16:53:00,30,12.990717,77.534947,915.7,38.8,0.57,0.21,10.8,-0.8,3.9,0.4,Handlebar_Mount
TEL_007230,T286,2026-08-10 16:54:00,31,12.994153,77.531852,922.3,44.0,1.29,1.79,9.52,4.2,8.0,19.0,Handlebar_Mount
TEL_007231,T286,2026-08-10 16:55:00,32,12.996306,77.527688,920.3,44.6,-0.52,0.22,9.98,-0.2,4.6,11.0,Handlebar_Mount
TEL_007232,T286,2026-08-10 16:56:00,33,12.999082,77.531543,919.7,45.2,-0.56,0.19,9.55,-0.4,-5.2,7.5,Handlebar_Mount
TEL_007233,T286,2026-08-10 16:57:00,34,12.999082,77.531543,920.6,0.0,0.14,-2.54,10.58,-10.6,-1.1,4.5,Handlebar_Mount
TEL_007234,T287,2026-08-11 17:02:00,0,13.008327,77.548871,923.5,0.0,0.14,0.0,9.73,0.6,0.6,2.9,Handlebar_Mount
TEL_007235,T287,2026-08-11 17:03:00,1,13.007761,77.54929,917.3,6.7,0.08,2.33,10.63,5.1,3.8,-7.1,Handlebar_Mount
TEL_007236,T287,2026-08-11 17:04:00,2,13.007445,77.550652,916.1,13.3,-0.35,2.29,9.62,7.1,-2.1,12.2,Handlebar_Mount
TEL_007237,T287,2026-08-11 17:05:00,3,13.005739,77.551445,920.5,17.9,-0.28,1.59,10.28,3.7,1.8,8.5,Handlebar_Mount
TEL_007238,T287,2026-08-11 17:06:00,4,13.003931,77.550482,919.1,19.5,0.13,0.56,10.06,1.7,-1.5,-0.1,Handlebar_Mount
TEL_007239,T287,2026-08-11 17:07:00,5,13.005954,77.549627,916.8,20.9,-0.45,0.47,9.98,1.6,-4.0,-11.2,Handlebar_Mount
TEL_007240,T287,2026-08-11 17:08:00,6,13.003515,77.550385,916.4,24.3,0.04,1.17,9.77,2.3,0.1,-2.8,Handlebar_Mount
TEL_007241,T287,2026-08-11 17:09:00,7,13.002362,77.552735,922.3,24.9,-0.69,0.21,9.22,-0.8,-6.2,28.0,Handlebar_Mount
TEL_007242,T287,2026-08-11 17:10:00,8,13.000413,77.550586,922.6,27.6,0.06,0.95,10.2,1.7,-6.3,-5.8,Handlebar_Mount
TEL_007243,T287,2026-08-11 17:11:00,9,13.000452,77.547444,916.0,29.9,-0.95,0.8,9.62,2.6,-8.3,-0.4,Handlebar_Mount
TEL_007244,T287,2026-08-11 17:12:00,10,12.997479,77.546526,917.8,29.6,0.82,-0.11,10.04,0.7,5.0,-7.4,Handlebar_Mount
TEL_007245,T287,2026-08-11 17:13:00,11,12.99881,77.543483,922.6,31.6,0.03,0.69,9.88,3.7,8.1,-2.1,Handlebar_Mount
TEL_007246,T287,2026-08-11 17:14:00,12,12.995263,77.544069,920.4,34.2,0.7,0.91,9.52,3.0,8.8,4.2,Handlebar_Mount
TEL_007247,T287,2026-08-11 17:15:00,13,12.995535,77.540347,916.4,35.5,0.79,0.43,10.13,1.3,7.4,6.5,Handlebar_Mount
TEL_007248,T287,2026-08-11 17:16:00,14,12.995619,77.536743,922.7,34.3,-0.2,-0.41,10.17,2.2,-0.4,-12.3,Handlebar_Mount
TEL_007249,T287,2026-08-11 17:17:00,15,12.992843,77.539236,921.1,35.5,-0.46,0.43,9.68,1.7,1.2,11.4,Handlebar_Mount
TEL_007250,T287,2026-08-11 17:18:00,16,12.989064,77.538573,920.9,36.5,0.34,0.36,10.32,-0.3,7.8,18.5,Handlebar_Mount
TEL_007251,T287,2026-08-11 17:19:00,17,12.985857,77.540846,920.3,37.4,0.71,0.3,9.7,2.7,3.7,-8.8,Handlebar_Mount
TEL_007252,T287,2026-08-11 17:20:00,18,12.983485,77.544072,918.0,38.1,-0.58,0.25,10.08,-0.2,-7.6,14.4,Handlebar_Mount
TEL_007253,T287,2026-08-11 17:21:00,19,12.987113,77.542825,919.2,36.5,0.44,-0.56,8.52,-3.1,0.4,-3.4,Handlebar_Mount
TEL_007254,T287,2026-08-11 17:22:00,20,12.988121,77.539026,923.4,37.4,-0.33,0.3,10.11,2.9,-0.6,7.6,Handlebar_Mount
TEL_007255,T287,2026-08-11 17:23:00,21,12.988842,77.535086,916.0,38.1,-0.06,0.26,9.31,1.7,-0.2,-7.2,Handlebar_Mount
TEL_007256,T287,2026-08-11 17:24:00,22,12.988176,77.53911,916.0,38.8,-0.84,0.21,9.73,0.6,-5.9,-13.4,Handlebar_Mount
TEL_007257,T287,2026-08-11 17:25:00,23,12.987771,77.542978,924.0,37.0,0.72,-0.6,8.92,0.3,1.2,10.7,Handlebar_Mount
TEL_007258,T287,2026-08-11 17:26:00,24,12.98748,77.547045,921.5,38.8,1.21,0.61,9.64,5.4,8.8,16.6,Handlebar_Mount
TEL_007259,T287,2026-08-11 17:27:00,25,12.98654,77.551067,917.0,39.3,-0.62,0.18,9.81,0.0,-3.1,13.0,Handlebar_Mount
TEL_007260,T287,2026-08-11 17:28:00,26,12.983988,77.554501,922.7,40.7,0.39,0.48,9.43,1.4,4.1,11.9,Handlebar_Mount
TEL_007261,T287,2026-08-11 17:29:00,27,12.983988,77.554501,915.3,0.0,0.07,-3.14,10.42,-7.0,-0.7,-1.3,Handlebar_Mount
TEL_007262,T288,2026-08-12 19:09:00,0,13.006797,77.548838,920.5,0.0,0.3,0.0,10.11,1.1,-1.4,3.1,Pocket
TEL_007263,T288,2026-08-12 19:10:00,1,13.00685,77.549308,924.6,4.5,0.09,1.56,9.4,5.5,-6.4,-0.6,Pocket
TEL_007264,T288,2026-08-12 19:11:00,2,13.007864,77.548872,920.1,10.5,-0.56,2.08,10.27,7.3,-0.4,-6.5,Pocket
TEL_007265,T288,2026-08-12 19:12:00,3,13.008136,77.547266,920.9,15.5,-0.39,1.75,9.41,3.8,-1.3,-22.9,Pocket
TEL_007266,T288,2026-08-12 19:13:00,4,13.006377,77.547806,923.7,17.5,0.35,0.69,9.17,1.0,3.9,0.3,Pocket
TEL_007267,T288,2026-08-12 19:14:00,5,13.004374,77.548046,918.5,19.2,0.02,0.58,10.24,-0.0,-0.9,0.3,Pocket
TEL_007268,T288,2026-08-12 19:15:00,6,13.005437,77.54616,922.7,20.6,0.82,0.49,9.0,3.1,8.5,15.0,Pocket
TEL_007269,T288,2026-08-12 19:16:00,7,13.007849,77.545421,922.7,24.0,0.97,1.19,10.06,2.4,6.0,-0.6,Pocket
TEL_007270,T288,2026-08-12 19:17:00,8,13.009655,77.543556,915.5,24.7,-0.39,0.22,9.85,3.2,-5.3,13.9,Pocket
TEL_007271,T288,2026-08-12 19:18:00,9,13.011636,77.545313,918.5,25.2,0.53,0.19,9.75,2.6,3.7,4.1,Pocket
TEL_007272,T288,2026-08-12 19:19:00,10,13.014342,77.543957,923.0,28.8,-0.84,1.27,9.87,5.7,-3.3,1.2,Pocket
TEL_007273,T288,2026-08-12 19:20:00,11,13.012902,77.541035,919.6,31.0,-0.13,0.73,9.34,-0.6,6.3,17.2,Pocket
TEL_007274,T288,2026-08-12 19:21:00,12,13.010948,77.543863,920.1,32.7,0.15,0.61,9.65,2.7,1.7,0.0,Pocket
TEL_007275,T288,2026-08-12 19:22:00,13,13.008407,77.541174,920.9,35.2,1.36,0.85,10.26,1.0,10.4,-2.1,Pocket
TEL_007276,T288,2026-08-12 19:23:00,14,13.010512,77.537991,916.4,36.3,-0.1,0.38,9.74,-1.1,3.4,-9.8,Pocket
TEL_007277,T288,2026-08-12 19:24:00,15,13.01293,77.541064,916.6,37.2,0.21,0.32,9.55,-1.8,5.4,-6.3,Pocket
TEL_007278,T288,2026-08-12 19:25:00,16,13.01669,77.54238,915.4,37.9,0.37,0.27,10.68,2.9,3.0,2.2,Pocket
TEL_007279,T288,2026-08-12 19:26:00,17,13.01581,77.546103,919.8,36.4,-0.5,-0.55,10.48,-1.9,-1.2,10.0,Pocket
TEL_007280,T288,2026-08-12 19:27:00,18,13.017288,77.542472,921.9,37.3,0.74,0.31,9.54,3.4,4.2,5.5,Pocket
TEL_007281,T288,2026-08-12 19:28:00,19,13.019546,77.540079,915.3,31.3,2.09,-2.07,9.43,-5.7,8.0,-10.7,Pocket
TEL_007282,T288,2026-08-12 19:29:00,20,13.019546,77.540079,918.7,0.0,-0.09,-1.95,10.25,-5.8,-1.8,-8.2,Pocket
TEL_007283,T289,2026-08-13 20:08:00,0,12.982264,77.521801,920.0,0.0,0.18,0.0,10.4,2.0,3.7,-4.1,Handlebar_Mount
TEL_007284,T289,2026-08-13 20:09:00,1,12.982682,77.521578,921.4,4.5,0.14,1.56,10.35,3.3,4.6,-2.8,Handlebar_Mount
TEL_007285,T289,2026-08-13 20:10:00,2,12.983782,77.521664,924.2,10.5,-0.85,2.08,9.81,7.6,-9.7,-5.9,Handlebar_Mount
TEL_007286,T289,2026-08-13 20:11:00,3,12.985029,77.522296,921.3,13.3,-0.33,0.97,10.15,4.0,-2.4,-1.8,Handlebar_Mount
TEL_007287,T289,2026-08-13 20:12:00,4,12.983828,77.523744,923.8,17.9,0.19,1.6,9.28,4.6,3.7,-14.5,Handlebar_Mount
TEL_007288,T289,2026-08-13 20:13:00,5,12.98538,77.522405,919.6,19.5,-0.21,0.56,10.31,4.6,-3.9,6.4,Handlebar_Mount
TEL_007289,T289,2026-08-13 20:14:00,6,12.983732,77.523857,923.1,20.9,0.99,0.47,9.44,1.9,9.4,14.1,Handlebar_Mount
TEL_007290,T289,2026-08-13 20:15:00,7,12.983987,77.521073,924.3,26.6,0.39,1.99,10.05,8.0,2.7,6.6,Handlebar_Mount
TEL_007291,T289,2026-08-13 20:16:00,8,12.980946,77.521399,918.4,29.1,0.52,0.86,10.13,2.4,-4.5,-5.2,Handlebar_Mount
TEL_007292,T289,2026-08-13 20:17:00,9,12.981341,77.523932,924.1,24.4,-0.62,-1.61,9.81,-5.9,-8.1,-4.3,Handlebar_Mount
TEL_007293,T289,2026-08-13 20:18:00,10,12.983825,77.522517,922.0,27.2,0.04,0.98,9.46,2.2,-4.0,3.9,Handlebar_Mount
TEL_007294,T289,2026-08-13 20:19:00,11,12.98096,77.522672,919.1,27.3,-0.05,0.04,11.79,1.5,-2.8,1.3,Handlebar_Mount
TEL_007295,T289,2026-08-13 20:20:00,12,12.97887,77.524669,918.1,27.5,0.4,0.04,9.92,0.0,4.9,-1.1,Handlebar_Mount
TEL_007296,T289,2026-08-13 20:21:00,13,12.981757,77.524808,917.5,27.5,0.82,0.03,9.17,2.3,4.5,22.2,Handlebar_Mount
TEL_007297,T289,2026-08-13 20:22:00,14,12.982415,77.522471,925.0,23.1,1.06,-1.53,10.42,-6.6,0.9,-6.7,Handlebar_Mount
TEL_007298,T289,2026-08-13 20:23:00,15,12.980681,77.52461,925.0,26.2,-0.32,1.05,9.62,7.9,1.0,5.4,Handlebar_Mount
TEL_007299,T289,2026-08-13 20:24:00,16,12.980681,77.52461,921.1,0.0,0.05,-2.47,9.53,-8.1,-1.2,-0.7,Handlebar_Mount
TEL_007300,T290,2026-08-14 22:26:00,0,12.99239,77.54245,916.1,0.0,-0.13,0.0,9.43,-2.3,-0.0,4.0,Handlebar_Mount
TEL_007301,T290,2026-08-14 22:27:00,1,12.993069,77.542638,919.6,6.7,0.12,2.33,9.88,7.9,-8.1,2.2,Handlebar_Mount
TEL_007302,T290,2026-08-14 22:28:00,2,12.993841,77.543688,919.0,12.4,-0.19,1.96,9.88,4.1,-1.5,5.2,Handlebar_Mount
TEL_007303,T290,2026-08-14 22:29:00,3,12.992777,77.542539,917.2,14.9,0.75,0.87,9.61,-0.4,5.5,-11.4,Handlebar_Mount
TEL_007304,T290,2026-08-14 22:30:00,4,12.99077,77.542329,923.4,19.2,0.03,1.51,10.37,3.7,1.9,4.2,Handlebar_Mount
TEL_007305,T290,2026-08-14 22:31:00,5,12.990056,77.544373,923.1,20.6,-0.16,0.49,9.95,2.1,-3.3,-2.4,Handlebar_Mount
TEL_007306,T290,2026-08-14 22:32:00,6,12.992278,77.545566,915.8,24.0,0.52,1.19,10.14,4.3,-2.4,-3.9,Handlebar_Mount
TEL_007307,T290,2026-08-14 22:33:00,7,12.989456,77.545403,925.0,26.9,0.0,1.0,10.24,-0.3,-0.2,-0.1,Handlebar_Mount
TEL_007308,T290,2026-08-14 22:34:00,8,12.990419,77.548328,925.0,29.3,-0.71,0.84,10.87,0.2,-5.3,12.2,Handlebar_Mount
TEL_007309,T290,2026-08-14 22:35:00,9,12.986924,77.549123,916.7,34.1,-0.55,1.67,12.92,5.5,-0.9,-5.5,Handlebar_Mount
TEL_007310,T290,2026-08-14 22:36:00,10,12.990413,77.54917,924.3,33.2,0.34,-0.34,10.82,-2.9,-3.5,-10.7,Handlebar_Mount
TEL_007311,T290,2026-08-14 22:37:00,11,12.987267,77.547347,921.2,34.6,0.8,0.49,10.36,-0.3,7.6,3.0,Handlebar_Mount
TEL_007312,T290,2026-08-14 22:38:00,12,12.987828,77.543626,915.9,35.8,0.28,0.41,10.29,0.7,1.4,4.8,Handlebar_Mount
TEL_007313,T290,2026-08-14 22:39:00,13,12.987647,77.547584,917.4,37.7,0.11,0.68,9.65,1.1,-1.0,13.5,Handlebar_Mount
TEL_007314,T290,2026-08-14 22:40:00,14,12.98711,77.551351,923.8,36.2,-1.13,-0.54,9.41,-4.4,-12.5,0.9,Handlebar_Mount
TEL_007315,T290,2026-08-14 22:41:00,15,12.987841,77.547756,922.5,34.9,-0.02,-0.45,10.61,-4.7,-0.7,-1.9,Handlebar_Mount
TEL_007316,T290,2026-08-14 22:42:00,16,12.987366,77.551277,917.7,33.8,-0.82,-0.38,9.58,-1.2,-7.9,11.7,Handlebar_Mount
TEL_007317,T290,2026-08-14 22:43:00,17,12.99039,77.553391,915.7,35.1,0.04,0.46,11.68,1.9,0.4,22.1,Handlebar_Mount
TEL_007318,T290,2026-08-14 22:44:00,18,12.99039,77.553391,916.3,0.0,0.29,-2.02,9.5,-5.1,4.6,1.3,Handlebar_Mount
TEL_007319,T291,2026-08-15 23:28:00,0,12.995355,77.542074,918.4,0.0,0.35,0.0,10.38,0.6,4.0,2.6,Handlebar_Mount
TEL_007320,T291,2026-08-15 23:29:00,1,12.99488,77.541554,921.4,6.7,-0.12,2.33,9.25,12.5,-0.3,-3.0,Handlebar_Mount
TEL_007321,T291,2026-08-15 23:30:00,2,12.996238,77.541888,918.3,13.3,0.93,2.29,9.1,2.5,10.6,-1.2,Handlebar_Mount
TEL_007322,T291,2026-08-15 23:31:00,3,12.995432,77.540188,917.2,17.9,-0.42,1.59,10.5,2.3,-5.6,6.9,Handlebar_Mount
